chanel_name,yt_url,subscribers,check_date,released_date,is_posted_in_date_range,shorts_name,description,likes,views,short_url,thumbnail_link
기몌,https://www.youtube.com/channel/UCLKzW_9rGmU0WluABFNYkTw,10000,24-08-2024,Aug 05 2024,No,김추리-멋지다 MV,"김추리-멋지다 @churi.smas 
우리 추리 언니가 
테크노풍의 신나는 댄스 트로트 ’멋지다‘를 발매했어용!
이번 신곡 ’멋지다‘는
각박한 현대 생활 속에서도 
각자의 길 안에서 최선을 다하며 살아가고 있는 
모든 이들에게 던지는 응원가&힐링송 이예요!
나 하나만 생각하는 것이 아닌 
우리를 먼저 생각하고 
타인의 어려움을 그냥 지나치지 않는 
우리 대한민국 국민들을 위해 
존중과 존경으로 바치는 헌정가 이기도 합니당!
선하고 착한 사람이 성공하고 인정받는 시대가 온다! 👍🏻✨

그리고 마지막으로
감사하게도 이 멋진 MV에 저도 살짝 출연하게 되었어용! 🥰
지금 바로 많은 스밍&시청 부탁드립니당! 🙇🏻‍♀️❤️‍🔥
멋지다! 김추리! 
...more",7,345,https://www.youtube.com/shorts/mWcQUu-dQO8,https://i.ytimg.com/vi/mWcQUu-dQO8/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCYlQiOeAHmAfVdcCaVFs-OLBKrUA
Adi Raana,https://www.youtube.com/channel/UCCTLsljio-AbQIohtRqTnCg,5690,24-08-2024,Jul 22 2024,No,Nikki Glaser roasted Kevin Hart. #nikkiglaser #kevinhart #funnyshorts #funnyroast #roasted #youtube,Nikki Glaser roasted Kevin Hart. #nikkiglaser #kevinhart #funnyshorts #funnyroast #roasted #youtube,178,"17,167",https://www.youtube.com/shorts/0E024YNPqz8,https://i.ytimg.com/vi/0E024YNPqz8/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDBD5oQ2sZe2eWpiWUG3K7h-jMZgA
SMiLEY,https://www.youtube.com/channel/UCn6CsMi-dllg04cfyuDIY7Q,12800,24-08-2024,Aug 19 2024,No,#shorts ILLITS - Magnetic (SMiLEY REMiX),":D


===============================================

Smiley:
Instagram | https://www.instagram.com/musicbysmiley/
Twitter | https://twitter.com/Smiley_atelier
Contact | smiley8466@naver.com

===============================================

Music Copyright ⓒ Smiley",7,119,https://www.youtube.com/shorts/k3A-W4s17Dw,https://i.ytimg.com/vi/k3A-W4s17Dw/oar2.jpg?sqp=-oaymwEdCMAEENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDar3zQocDjDkILY2GwM30ibfsNew
김현직 KIM HYUN JIK,https://www.youtube.com/channel/UCZ3kd0i4XnImFG_gkbcbcLw,1470,24-08-2024,Aug 13 2024,No,[D-7] 2024.8.20. Single “8760h”. #shorts,[D-7] 2024.8.20. Single “8760h”. #shorts,0,14,https://www.youtube.com/shorts/TZx7sKACxN8,https://i.ytimg.com/vi/TZx7sKACxN8/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAOxQ4oIUpA5HCpULVtl1i3ISo3yw
DRUM KOREA,https://www.youtube.com/channel/UC7ugrDWBUbebw5AzZ-WKmVg,1600,24-08-2024,Aug 07 2024,No,DRUMKOREA 택배 포장 GO GO,DRUMKOREA 택배 포장 GO GO,7,472,https://www.youtube.com/shorts/xk3JDKbcZi0,https://i.ytimg.com/vi/xk3JDKbcZi0/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAMqCXxx2aycJZM67Xyty1vDa8A2Q
ONLY OPBR,https://www.youtube.com/channel/UCz3X6b0jAC7hvZKFFxtnEMg,3110,24-08-2024,Oct 18 2023,No,PIRATE KING GOL D. ROGER 🔥,"PIRATE KING GOL D. ROGER 🔥
Games
One Piece Bounty Rush
2018
Gaming",28,433,https://www.youtube.com/shorts/znH2Waby5Z4,https://i.ytimg.com/vi/znH2Waby5Z4/hq720.jpg?sqp=-oaymwEdCJUDENAFSFXyq4qpAw8IARUAAIhCcAHAAQbQAQE=&rs=AOn4CLDtHHW2Gnd3MWRBp_-RPQa4MWDMPA
Dear SangHee,https://www.youtube.com/channel/UCptmwECJv8iud2hcBBeOYBg,4230,24-08-2024,May 10 2024,No,#최유리 #푸념 #cover #노래커버,#최유리 #푸념 #cover #노래커버,12,171,https://www.youtube.com/shorts/CvfBEw8grLw,https://i.ytimg.com/vi/CvfBEw8grLw/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAMDrJyMLolh5dtVhf0Fzbko5iG2w
스티 STi,https://www.youtube.com/channel/UChWlCHFdr2PyjRlpV80gfgA,1400,24-08-2024,Aug 02 2024,No,"[Teaser] 스티(STi) - 시선(Sea, Sun)","[Teaser] 스티(STi) - 시선(Sea, Sun)

▶Melon : https://www.melon.com/album/detail.htm?albumId=11558174
▶Bugs : https://music.bugs.co.kr/album/4104857
▶iTunes : https://music.apple.com/us/album/sea-sun-single/1759947316
▶Spotify : http://open.spotify.com/album/7gfu2bKIYc6qLTlaOupMCI

Singer-Song Writer, STi :
▶Facebook : https://www.facebook.com/artisti7777
▶Instagram : https://www.instagram.com/artisti7777
▶YouTube : https://www.youtube.com/artisti7777",11,56,https://www.youtube.com/shorts/-CD57OB2c_c,https://i.ytimg.com/vi/-CD57OB2c_c/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDijJz3prfVMl8xgFixeV87uNclvg
진심카,https://www.youtube.com/channel/UC6JqWxjtNy73SmsJdqA_AyQ,39700,24-08-2024,Jul 27 2024,No,#shorts 아우디는 중고차로 사세요..,"#중고차 #가성비중고차 #수입중고차 #수입차 #아우디 #아우디중고차 #audi #audia7 #아우디a7 

☎ ☎ 중고차 상담번호☎ ☎ 1544-2120 // 카카오톡 상담 : jinsimcar // 오시는길: 수원시 권선구 권선로 308-5, 도이치오토월드              
(오시기 전에 미리 연락주시면 예약을 통해 진심을 다해 상담도와드리겠습니다.)

이 콘텐츠는 인공지능 가상 연기자 서비스, 타입캐스트를 활용하여 제작되었습니다.
출연진: (진서)
https://typecast.ai/kr",2,198,https://www.youtube.com/shorts/KYBGDNLYMlc,https://i.ytimg.com/vi/KYBGDNLYMlc/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLARhPlv3TnaB2xWh-n82UYhD7Um-g
LMW,https://www.youtube.com/channel/UCP7Ii_EPUV0JSts9bkD1Viw,454,24-08-2024,Nov 30 2023,No,장충독왕족발보쌈을 하드스타일로 만든다면?,#shorts #장충동왕족발보쌈 #왕족발,2,70,https://www.youtube.com/shorts/we08RC7kWRY,https://i.ytimg.com/vi/we08RC7kWRY/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLB-gk5744gmFqDDGNpLFdjhHDvP3A
Safe Korea,https://www.youtube.com/channel/UCtq5fZgc92cx9zIN5X9Wcbg,131000,24-08-2024,Sep 19 2023,No,평생의 운을 다쓴 사람들! 세상은 넓고 놀라운 사람들도 많습니다!,평생의 운을 다쓴 사람들! 세상은 넓고 놀라운 사람들도 많습니다!,8,248,https://www.youtube.com/shorts/y_JFQauWKY0,https://i.ytimg.com/vi/y_JFQauWKY0/oar2.jpg?sqp=-oaymwEdCJwEENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAmyqTDKPRgcPiiyrG6StY-bCugbA
Huney Living Information,https://www.youtube.com/channel/UC8oSz7z588lRvzmUhLMajsQ,143000,24-08-2024,Jul 11 2024,No,눈지키는 폰 설정 꿀팁! #다크모드아님,눈지키는 폰 설정 꿀팁! #다크모드아님,4,171,https://www.youtube.com/shorts/PzVXNtMB7eg,https://i.ytimg.com/vi/PzVXNtMB7eg/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCw7YgKY1MAWmi7dPwK3gBao2x0fw
이찬원팬채널,https://www.youtube.com/channel/UCzGcfHKMcsWh9j2e6y1vnIg,36100,24-08-2024,Aug 08 2024,No,찬원이의 눈물🥹💖 볼때마다 슬퍼요ㅠ 좋아요 부탁드립니다#이찬원,찬원이의 눈물🥹💖 볼때마다 슬퍼요ㅠ 좋아요 부탁드립니다#이찬원,1.2K,"9,024",https://www.youtube.com/shorts/CwC5d8ej4Xk,https://i.ytimg.com/vi/CwC5d8ej4Xk/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLC1Kk_luTX5pHXXtPJR_iG6Rn76BQ
MBCentertainment,https://www.youtube.com/channel/UCiBr0bK06imaMbLc8sAEz0A,9070000,24-08-2024,Aug 22 2024,No,"[태어난 김에 음악일주] 기안84, 시작부터 숨 막히는 소통단절, MBC 240818 방송","★★★More clips are available★★★

iMBC
https://program.imbc.com/MusicAdventurebyAccident

ⓒ MBC&iMBC 무단 전재, 재배포 및 이용(AI학습 포함) 금지",18,"1,391",https://www.youtube.com/shorts/TkOhxgUkTFE,https://i.ytimg.com/vi/TkOhxgUkTFE/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLClWesZg37AGQxu95rhfcsJuUPKbA
Mnet TV,https://www.youtube.com/channel/UCepUWUpH45hRTi-QePdq1Bg,9100000,24-08-2024,Aug 13 2024,No,내 마음 속 쇼미 우승자는? 🏆비와이 ⚡ 행주🏆 ② #BewhY #Hangzoo #Mnet #엠넷,내 마음 속 쇼미 우승자는? 🏆비와이 ⚡ 행주🏆 ② #BewhY #Hangzoo #Mnet #엠넷,72,"4,862",https://www.youtube.com/shorts/aQsd2bb0WMs,https://i.ytimg.com/vi/aQsd2bb0WMs/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLClZkZJMPi3YH7xFm9m6R1TTv159g
With Kids[위드키즈],https://www.youtube.com/channel/UC6ye474SJCiPsEPueO_b3Gw,17600000,24-08-2024,Aug 21 2024,No,Safari Car Family Trip for Kids Feeding Animals #shorts,"[With Kids]위드키즈 Funny Video for Kids ▶ https://goo.gl/pDg8bR ◀
Safari Car Family Trip for Kids Feeding Animals #shorts 
동물원 사파리 가족여행 예준이의 먹이주기 체험 #쇼츠

안녕하세요~! With Kids입니다.

[With Kids]채널은?
★ 아빠와 함께 아들인 예준이가 만들어 가는 키즈 채널입니다
★ 예준이와 아빠가 함께 장난감 놀이를 하며 도전하고 경험하고, 서로 대화하고 학습하며 같은 시간을 공유하는 재미있는 영상을 만들려고 노력하고 있습니다.
★ 구독 + 좋아요 + 댓글 + 공유 해주시면 With Kids채널에 큰 힘이 된답니다 ^^

★ We Make Kids Video Channel My son, Ye Jun With Daddy
★ Ye Jun and Dad are Trying to Create and Funny Kids Videos That Challenge, Experience, Communicate, Learn and S 
...more",N/A,"27,571",https://www.youtube.com/shorts/qHdlxSG7gvc,https://i.ytimg.com/vi/qHdlxSG7gvc/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLADcOhWi1zbnvhIZoalLtrO-MM1rA
SEVENTEEN,https://www.youtube.com/channel/UCfkXDY7vwkcJ8ddFGz8KusA,13200000,24-08-2024,Aug 12 2024,No,['FOLLOW' AGAIN TO CINEMAS] Premiere Reaction (SEUNGKWAN FOCUS) #SEVENTEEN #FOLLOW_AGAIN_TO_CINEMAS,['FOLLOW' AGAIN TO CINEMAS] Premiere Reaction (SEUNGKWAN FOCUS) #SEVENTEEN #FOLLOW_AGAIN_TO_CINEMAS,16K,"71,445",https://www.youtube.com/shorts/swhXvKlwnVI,https://i.ytimg.com/vi/swhXvKlwnVI/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCV9hOAiBED4zChkBaXSqgejE4xHg
ALL THE K-POP,https://www.youtube.com/channel/UCPde4guD9yFBRzkxk2PatoA,6910000,24-08-2024,Aug 22 2024,No,"[주간챌린지] MC붐, 셍과 함께 빠나나날라 밤바🍌 #려니 #빠나나날라챌린지 #붐 #하성운 #조혜련","‘국산팝의 자랑, 오땡돌’ 려니 빠나나날라 챌린지
#주간아이돌 #주간아 #Weeklyidol 
#려니 #조혜련
#빠나나날라
#shorts",124,943,https://www.youtube.com/shorts/0WZtj7-ogS0,https://i.ytimg.com/vi/0WZtj7-ogS0/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLA08DAnaWWg-DR0EAuk4i60MfdAbQ
[햄지]Hamzy,https://www.youtube.com/channel/UCPKNKldggioffXPkSmjs5lQ,12900000,24-08-2024,Aug 20 2024,No,간짜장 vs 그냥짜장 어떤걸 더 좋아하세요?😯,간짜장 vs 그냥짜장 어떤걸 더 좋아하세요?😯,14K,"249,341",https://www.youtube.com/shorts/Y9ZNAZU5hzo,https://i.ytimg.com/vi/Y9ZNAZU5hzo/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCf8ycVc8BhY2boslX-bSL5wHCKKw
유백합 kkubi99,https://www.youtube.com/channel/UCz8gf4PK1Qth50lLHdvTCcA,12700000,24-08-2024,Mar 01 2024,No,respect,"#유백합 #kkubi  #KIMPRO
🐰Contact🐰
DM : https://www.instagram.com/kkubi99/
E-mail : lilygirl0420@naver.com",49K,"1,014,873",https://www.youtube.com/shorts/Jj7pahZS2LY,https://i.ytimg.com/vi/Jj7pahZS2LY/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDAQ2CxvWLLjgrdLPpq2Ao6x506vg
Sibling War,https://www.youtube.com/channel/UCU8uafr_iROxRVI6c23Q_bA,2820000,24-08-2024,Apr 08 2024,No,마법소년 으뜸이의 하루!ㅋㅋㅋ,마법소년 으뜸이의 하루!ㅋㅋㅋ,21K,"814,761",https://www.youtube.com/shorts/3uLOLi4NhXQ,https://i.ytimg.com/vi/3uLOLi4NhXQ/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBCdTtxb1tRiGIsz8d1MoXUux7Idw
CoCosToy 꼬꼬스토이,https://www.youtube.com/channel/UCfVd4ZgG0hwe3F0cqRTvUWQ,5130000,24-08-2024,Aug 18 2024,No,"Animals are giving birth in my toybox! #Shorts ｜Animals name, Kidstoon｜CoCosToy","#animaltoon #kidstoon #babyanimals 

Original Movie → https://youtu.be/lOw293SrKFI

let's learn dinosaur & animal names and sound in english! 

Hello~! friends! I make Dinosaurs & Animals Video!
Have a good one! 

If you like my channel, subscribe and like please!
Thank you!

❤︎ CoCosToy homepage ❤︎
youtube: http://cocostoy.com 
Instagram: https://www.instagram.com/cocostoy
Facebook: https://www.facebook.com/cocostoycom 
subscribe: http://goo.gl/ALYtwp
partnership cooperation : cocostoycom@gmail.com",365,"21,727",https://www.youtube.com/shorts/Giy3nMnObYo,https://i.ytimg.com/vi/Giy3nMnObYo/oar2.jpg?sqp=-oaymwEdCNAFENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCg_Ubjzo8hy6iLTxjvzT2EhFXmpQ
STUDIO CHOOM [스튜디오 춤],https://www.youtube.com/channel/UCEIi7zFR_wE23jFncVtd6-A,5320000,24-08-2024,Aug 23 2024,No,TAEMIN - Sexy In The Air (Color Code: Sunset☀) | #ColorPicked by TAEMIN,"TAEMIN - Sexy In The Air (Color Code: Sunset☀) | #ColorPicked by TAEMIN

Stream various performance video on #STUDIOCHOOM!

👉SUBSCRIBE👈
YouTube: https://www.youtube.com/STUDIOCHOOM
Facebook:  https://www.facebook.com/StudioCHOOM
Instagram: https://www.instagram.com/studio_choom/
Naver TV: https://tv.naver.com/cjenm.STUDIOCHOOM",4.3K,"20,956",https://www.youtube.com/shorts/dDFmla059wo,https://i.ytimg.com/vi/dDFmla059wo/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCwuG7hzKrCEKnC6pgwnr9vBqHGkQ
LimeTube,https://www.youtube.com/channel/UCxutPqfWSdYqaK8_tlc5PBA,3840000,24-08-2024,Aug 20 2024,No,라임의 선택은? 👍🏻 | 라임튜브 LimeTube,"❤ 광고 문의 : 【 limecast1004@gmail.com 】
❤ 라임스토어   【 https://store.kakao.com/limetube 】
❤ 인스타그램 - limetube 【 https://www.instagram.com/p/7xwXeZDdeR/ 】
❤ 라임튜브 - 무료 구독하기 【 https://www.youtube.com/c/LimeTube 】
❤ 카카오 채널 Kakao Channel 【 https://goo.gl/52sqMY 】
❤ 라임 팬레터 및 이벤트 당첨자 이메일/ Fan letter address
【 limetube1004@gmail.com 】

[라임튜브] 라임파워 전달하기:
★ 구독 & 좋아요 & 이쁜댓글 & 공유는 라임튜브에게 큰 힘이 됩니다 ❤
★ 구독자 & 시청자 여러분 영상 재미있게 봐주셔서 항상 감사합니다 :)
❤ Subscribe our channel ▶ http://goo.gl/DEoCmr ❤

Copyright ⓒ 2015 Limecast All Rights Reserved. 
...more",233,"13,477",https://www.youtube.com/shorts/0aRCL3kSeXA,https://i.ytimg.com/vi/0aRCL3kSeXA/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAJl-QIzZdlQyqQ9XMaTx2y98c1vQ
캐리TV 장난감친구들,https://www.youtube.com/channel/UCN106RQxroojNzkEMuRC0BA,2060000,24-08-2024,Aug 18 2024,No,익스트림 숨바꼭질 ! 성공할수 있을까?#캐리 #숨바꼭질 #키즈카페 #shorts,익스트림 숨바꼭질 ! 성공할수 있을까?#캐리 #숨바꼭질 #키즈카페 #shorts,70,"2,509",https://www.youtube.com/shorts/K4tUhlss8BQ,https://i.ytimg.com/vi/K4tUhlss8BQ/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAvwEj1zJe5Dj6rPoeLjYNltoU2EA
BokyemTV BK,https://www.youtube.com/channel/UCu9BCtGIEr73LXZsKmoujKw,4850000,24-08-2024,Aug 22 2024,No,이것 가져가주세요,이것 가져가주세요,20K,"426,878",https://www.youtube.com/shorts/2JDNvFnEbJs,https://i.ytimg.com/vi/2JDNvFnEbJs/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCGMXeZeHSfwxYqTPf1sfD0bFgo1w
캐릭온 TV,https://www.youtube.com/channel/UCyn_E0ZE8RNOnYnF3lVaCOQ,2420000,24-08-2024,Nov 28 2023,No,궁극의 사라지는 마술,"바로 구독하기 http://goo.gl/uJc5l5
마술인 척 하는 마술이었고~",4.8K,"168,766",https://www.youtube.com/shorts/TM7UcFJvFN8,https://i.ytimg.com/vi/TM7UcFJvFN8/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCqIvopo1a0h7xczSqI-hGosuK42Q
스브스 예능맛집,https://www.youtube.com/channel/UCnx4Fi4cmkLGDiFfZ311wWw,2660000,24-08-2024,Aug 14 2024,No,고급 라면 #정글밥,"🌴정글밥 1회
⏰ 매주 화요일 오후 10:20

#정글밥 #류수영 #이승윤 #서인국 #유이",53,"12,228",https://www.youtube.com/shorts/sK4X5YADoCo,https://i.ytimg.com/vi/sK4X5YADoCo/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAIKjzj_OZay3AmSCs1mn9en9co5A
TREASURE (트레저),https://www.youtube.com/channel/UCx9hXYOCvUYwrprEqe4ZQHA,7550000,24-08-2024,Aug 09 2024,No,2024 TREASURE RELAY TOUR [REBOOT] FINAL IN SEOUL - SHORT MESSAGE CLIP #TREASURE #트레저 #shorts,"🎫 Join the Final concert in Seoul : https://bit.ly/3KNhtZt

🗓 공연 일시 (Date)
- 1st) 2024.08.15 THU 1PM (KST)
- 2nd) 2024.08.15 THU 6PM (KST)

📍 공연 장소 (Venue)
- KSPO DOME

#TREASURE #트레저 #RELAY #TOUR #REBOOT #FINAL #SEOUL #20240815_1pmKST #20240815_6pmKST #KSPO_DOME #YG",11K,"43,022",https://www.youtube.com/shorts/OGiAuvZRJE0,https://i.ytimg.com/vi/OGiAuvZRJE0/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBTlQ4QWPbw7ReygeXM15ikvZbz3g
오분순삭,https://www.youtube.com/channel/UC9idb-NIhZrI6wkPesc3MUg,1620000,24-08-2024,Mar 17 2024,No,200회 동안 빚만 생긴 하와 수 [일분순삭] #무도 #shorts,200회 동안 빚만 생긴 하와 수 [일분순삭] #무도 #shorts,2.8K,"250,517",https://www.youtube.com/shorts/uEAcptKpQo8,https://i.ytimg.com/vi/uEAcptKpQo8/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAietKvmjF6yKchV8pq7nvtOKUvtA
MariAndFriends,https://www.youtube.com/channel/UCIAH4FXl2DQ4HmLupsyFiug,3530000,24-08-2024,Aug 23 2024,No,6살 아들 앞에서 비밀 대화 법 ㅋㅋㅋ 해석해보세요!,"비밀 암호! 무슨말인지 해석해 보세요 ㅋㅋㅋ

#말이야와친구들 #챌린지 #challenge #반전 #국민이 #ㅋㅋㅋ #ㅠㅠ #비밀 #대화 #암호

[말이야와친구들] 비즈니스 문의▶ mari@maridea.net

Copyright ⓒ 2016 MarIDEA | MariAndFriends (Creator DWHK) All Rights Reserved.
해당 영상의 저작권은 마리디아 | 말이야와 친구들에게 있습니다. 이 영상을 공유하는 것은 가능하나 허가 없이 변경/배포는 불가합니다.",1.9K,"79,035",https://www.youtube.com/shorts/eJCIPFJjYvg,https://i.ytimg.com/vi/eJCIPFJjYvg/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDsMXVM-P0XmnoIM_IebbR4XowS0Q
Fashion YD,https://www.youtube.com/channel/UCqzJ1gcfz7xImHSq4sJMBoQ,3100000,24-08-2024,Mar 14 2024,No,Do you want some?,A bunless burger,28K,"422,971",https://www.youtube.com/shorts/41hXOiu5eCA,https://i.ytimg.com/vi/41hXOiu5eCA/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLD0c5CejOYE0pmPt-C6gE2d8KURpQ
MariAndKids,https://www.youtube.com/channel/UCPGFLUUESbnhkOTpIt71Awg,7700000,24-08-2024,Aug 04 2024,No,망치 챌린지 (반전있음),망치 챌린지 (반전있음),277,"14,825",https://www.youtube.com/shorts/5EEu-y-g8hc,https://i.ytimg.com/vi/5EEu-y-g8hc/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDSrWRZ7kJySZmPp_MRD4bmdVX-3Q
파뿌리,https://www.youtube.com/channel/UClzB2iZ5jPoTNz0S-QU6Wiw,1710000,24-08-2024,Apr 12 2024,No,4년 살았던 복층 집 1분 리뷰,"※ 노랭이 PD : 뿌독이들 감사합니다
※ 강호이 : 뿌독이들 감사합니다
※ 진렬이 : 뿌독이들 감사합니다
#1분리뷰 #shorts #파뿌리 
파뿌리 채널 구독하기 ☞ https://url.kr/IPn4hC
상경한 세 남자의 유쾌한 매력에 빠져보세요!!

파뿌리24 영상 몰아보기 ☞ https://url.kr/SDQwbZ 
복층라이프 몰아보기 ☞ https://url.kr/w3lLgh
파뿌리 저가락 몰아보기 ☞ https://url.kr/5IUCuO
슈퍼푸드보이 몰아보기 ☞ https://url.kr/JEGKBi
랜덤챌린지 몰아보기 ☞ https://url.kr/iK3q9R
퀴즈먹방 몰아보기 ☞ https://url.kr/QXLzIP
뿌이로그 몰아보기  ☞ https://url.kr/M9DVLH
1분 리뷰 몰아보기 ☞ https://url.kr/nufm3C

[이메일] 콘텐츠요청, 팬 아트, 보내주고픈 말들 : popfree@sandboxnetwork.net 
...more",24K,"732,954",https://www.youtube.com/shorts/jZsnp8ZlAHs,https://i.ytimg.com/vi/jZsnp8ZlAHs/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLBmx_EA5LeJ_PdE_5UnJoMeMA0ouA
YG ENTERTAINMENT,https://www.youtube.com/channel/UCQi67q4kGdmnJaRzX81uK5g,8029999,24-08-2024,May 10 2024,No,We're BABYMONS7️⃣ER #BABYMONSTER #BABYMONS7ER #SHEESH #Production #DOCUMENTARY #YG,#BABYMONSTER #베이비몬스터 #1stMINIALBUM #BABYMONS7ER #Title #SHEESH #Production #DOCUMENTARY #YG,16K,"168,321",https://www.youtube.com/shorts/l4bVj2RyysM,https://i.ytimg.com/vi/l4bVj2RyysM/oardefault.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLCvPMqK-tsjJe0Qe_VDMrzzl61Riw
쏘영 Ssoyoung,https://www.youtube.com/channel/UC4PpFUrfT2Pou7OwpVF0MUQ,11100000,24-08-2024,Aug 22 2024,No,낙지문어다리 해물찜 😆🔥 Spicy Octopus Seafood Boil Recipe Mukbang ASMR Ssoyoung,낙지문어다리 해물찜 😆🔥 Spicy Octopus Seafood Boil Recipe Mukbang ASMR Ssoyoung,1.1K,"14,360",https://www.youtube.com/shorts/Gnr_-oeNUeU,https://i.ytimg.com/vi/Gnr_-oeNUeU/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLAl1qORdk8ayTWqURYH7FqyJkXFaw
channel fullmoon,https://www.youtube.com/channel/UCQ2O-iftmnlfrBuNsUUTofQ,6570000,24-08-2024,Aug 20 2024,No,🤐고도의 연출과 메소드 연기로 만들어진 명언 TIME,#나영석의지글지글 #SizzlingwithNah,788,"44,199",https://www.youtube.com/shorts/noMl6a_n0SE,https://i.ytimg.com/vi/noMl6a_n0SE/oar2.jpg?sqp=-oaymwEdCJUDENAFSFWQAgHyq4qpAwwIARUAAIhCcAHAAQY=&rs=AOn4CLDYdmCV-T6F7eKoJYB1neGEEEtVgg
