chanel_name,yt_url,subscribers,check_date,released_date,is_posted_in_date_range,shorts_name,description,likes,views,short_url
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 15 2024,Yes,(빽공중)방방 자주가야것네~,,"189
","10,962
",https://www.youtube.com/shorts/3RaoUZqH8DQ
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 15 2024,Yes,댓글때문에 부부싸움.. #남자는하늘 #가부장적남편 #코믹,,"174
","4,510
",https://www.youtube.com/shorts/LkgJ0z8CsyQ
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 15 2024,Yes,헤딩 10개 가능?? ㅋㅋ,,"85
","5,032
",https://www.youtube.com/shorts/vdRrLkkvPIU
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 15 2024,Yes,누가 자꾸 날 섹시하게 만드는가..,,"202
","7,236
",https://www.youtube.com/shorts/iy4SptKd5_k
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 14 2024,Yes,She is Taekwon Goddess.,,"282
","10,567
",https://www.youtube.com/shorts/VvZdVZNgQXA
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 14 2024,Yes,시간이 없어서 운동 못한다면 당신은 평생 하지 않을것이다. #운동 #오운완,,"195
","6,711
",https://www.youtube.com/shorts/SYM4DL-ml7o
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 14 2024,Yes,근빵걸을 이길 필살기!! #코믹,,"235
","6,137
",https://www.youtube.com/shorts/JZP4zm3uVFw
태권히어로,https://www.youtube.com/channel/UCc_M-nuAdohrsoee0ngM5sA,452K,16-05-2024,May 14 2024,Yes,스텝댄스? 우리가 원조라구!! #step #dance,,"113
","3,754
",https://www.youtube.com/shorts/N7v3SWiXAVA
TAEYEON Official,https://www.youtube.com/channel/UCFPI8MI3zmzTlV4W-oSy-Ig,791K,16-05-2024,May 15 2024,Yes,私は #キムイケ ねぇ困っちゃう #TAEYEON #태연 #GirlsGeneration #소녀시대 #Shorts,"TAEYEON Official
https://www.youtube.com/taeyeonofficial
https://www.instagram.com/taeyeon.smofficial/
https://twitter.com/TAEYEONsmtown
https://www.facebook.com/TAEYEON.smofficial/

#태연 #TAEYEON
#소녀시대#GirlsGeneration","3.4K
","18,919
",https://www.youtube.com/shorts/HkOasuxEtwM
TAEYEON Official,https://www.youtube.com/channel/UCFPI8MI3zmzTlV4W-oSy-Ig,791K,16-05-2024,May 10 2024,Yes,전세계 회사원들이 이 영상을 좋아합니다 #탱나무숲 #shorts,"TAEYEON Official
https://www.youtube.com/taeyeonofficial
https://www.instagram.com/taeyeon.smofficial/
https://twitter.com/TAEYEONsmtown
https://www.facebook.com/TAEYEON.smofficial/

#태연 #TAEYEON #탱나무숲
#소녀시대#GirlsGeneration","1.4K
","19,153
",https://www.youtube.com/shorts/ZhY6HiS312I
TAEYEON Official,https://www.youtube.com/channel/UCFPI8MI3zmzTlV4W-oSy-Ig,791K,16-05-2024,May 10 2024,Yes,탱구의 원 펀치 쓰리 강냉이 #탱나무숲 #shorts,"TAEYEON Official
https://www.youtube.com/taeyeonofficial
https://www.instagram.com/taeyeon.smofficial/
https://twitter.com/TAEYEONsmtown
https://www.facebook.com/TAEYEON.smofficial/

#태연 #TAEYEON #탱나무숲
#소녀시대#GirlsGeneration","1K
","6,804
",https://www.youtube.com/shorts/zAP1jOKSHU8
브루스필름,https://www.youtube.com/channel/UCeV8uZY-MJSMzKCmn4INrvg,12.1K,16-05-2024,May 11 2024,Yes,20년 된 bmw 출고 수동!,#bmw #bmwe46 #e46330i #bmwmanual,"42
","6,772
",https://www.youtube.com/shorts/QJDGbCd1ISQ
브롤스타즈,https://www.youtube.com/channel/UClJspSpzADMROqOW9HLHaoA,452K,16-05-2024,May 10 2024,Yes,고질라가 브롤스타즈를 침공했습니다!💥 메카 틱 기도라를 만나보세요! [브롤스타즈],"고질라 토막상식!! 👀 

'괴물 제로'라고도 불리는 3개의 머리를 가진 괴수 '킹 기도라'는 1964년 처음 등장해 지구를 위협했어요!

...하지만 '메카 틱 기도라'는 브롤러들을 폭발시키며 즐거운 시간을 보내는 친구랍니다! ","6K
","108,141
",https://www.youtube.com/shorts/5cDIEbVSI6U
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 15 2024,Yes,"양정아, 김승수 '비싼 반지 프로포즈할 필요 없다'🤔 #김승수 #양정아",,"65
","3,850
",https://www.youtube.com/shorts/Xi1GWFR3Nzk
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 15 2024,Yes,김승수가 양정아 전남편에게 경고했다...'꺼져'🤨🤔 #김승수 #양정아,,"49
","3,933
",https://www.youtube.com/shorts/9vpn8dJOfy0
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 15 2024,Yes,전남편이 김승수를 화나게 하려고 양정아에게 꽃과 선물을 보냈다 🥰😍,,"130
","9,593
",https://www.youtube.com/shorts/GEOFW9Bk8Do
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 14 2024,Yes,유영재는 선우은숙이 위자료 350만원을 요구하자 크게 웃었다 🤔😵‍💫 #선우은숙 #유영재,,"29
","2,383
",https://www.youtube.com/shorts/ZFaPLLbzdrA
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 14 2024,Yes,"유영재, 동치미에게 출연료 1년 6개월 내달라고 요구😯😗 #선우은숙 #유영재",,"166
","21,190
",https://www.youtube.com/shorts/IzHzAF8VQds
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 13 2024,Yes,섹시한 잠옷🤔😵‍💫 #양정아 #김승수,,"193
","12,257
",https://www.youtube.com/shorts/Y2oFMGepHSo
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 13 2024,Yes,김승수 부모님이 양정아 집에 '함을 보내다'를 선물했다😯🤔 #선우은숙 #유영재,,"254
","15,453
",https://www.youtube.com/shorts/yrNCsuB3XWY
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 12 2024,Yes,"양정아, 방송에서 김승수에게 '거리 두기' 부탁😗🥰 #양정아 #김승수",,"357
","21,011
",https://www.youtube.com/shorts/v4CEVZmJf_g
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 11 2024,Yes,김승수 아버지는 목사이고 양정아를 좋아하지 않는다😗😵‍💫 #김승수 #양정아,,"79
","4,218
",https://www.youtube.com/shorts/0tptpJLa24s
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 11 2024,Yes,김승수가 웨딩드레스 입은 양정아를 보고 충격에 빠졌다😯🤔#김승수 #양정아,,"338
","10,952
",https://www.youtube.com/shorts/lktvgiyV3oY
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 10 2024,Yes,양정아는 김승수 어머니의 말을 듣고 도망쳤다ㄷㄷ #양정아 #김승수,,"49
","1,903
",https://www.youtube.com/shorts/0PHRcnyTh9E
아보카도 TV2,https://www.youtube.com/channel/UCQGzTeDOxBBvnMgwvfGKbxg,106K,16-05-2024,May 10 2024,Yes,양정아가 임신을 못한다는 사실을 알았을 때 김승수의 반응😯😧 #양정아 #김승수,,"215
","10,796
",https://www.youtube.com/shorts/s38FCKJM2vM
웅플,https://www.youtube.com/channel/UCja26PHMHQaj6Y4likW7rwA,77.7K,16-05-2024,May 10 2024,Yes,상대 꼴받게 만드는 킬각ㅋㅋㅋㅋㅋ,"문의사항, 피드백 ywlee0410@naver.com
구독&좋아요&댓글 오늘도 감사합니다! :D

#웅플#롤쇼츠 #shorts 

BGM 출처: 아트리스트","95
","19,228
",https://www.youtube.com/shorts/DzrLgoyh7gg
웅플,https://www.youtube.com/channel/UCja26PHMHQaj6Y4likW7rwA,77.7K,16-05-2024,May 10 2024,Yes,갈고리 수집가 괴물 쉬바나 #펜타킬,"문의사항, 피드백 ywlee0410@naver.com
구독&좋아요&댓글 오늘도 감사합니다! :D

#웅플#롤쇼츠 #shorts 

BGM 출처: 아트리스트","83
","10,746
",https://www.youtube.com/shorts/Zq5Ed57DiAE
스포츠몽땅,https://www.youtube.com/channel/UCk_Ymtay-8Epn0mB_37Htdg,179K,16-05-2024,May 12 2024,Yes,골 때리는 신태용,신태용 감독의 웃기는 인도네시아 광고 장면,"22
","3,608
",https://www.youtube.com/shorts/4ik2x0YIZjw
스포츠몽땅,https://www.youtube.com/channel/UCk_Ymtay-8Epn0mB_37Htdg,179K,16-05-2024,May 11 2024,Yes,투우 황소에 쳐받히는 사람들,투우 황소와 노는 웃기는 장면.,"82
","15,482
",https://www.youtube.com/shorts/Cbiuojnyjp0
스포츠몽땅,https://www.youtube.com/channel/UCk_Ymtay-8Epn0mB_37Htdg,179K,16-05-2024,May 11 2024,Yes,사망률 26%의 K2를 스키로 등정하는 황당한 사람,"안드레이 바르기엘은 2018년 세계최고 2위본이자, 사망률 26%에 달하는 악명높은 히말라야 고봉을 스키로 등반 시도를 했다. 그것도 솔로 등반이다. 둥반 7일 만에 정상에 올랐던 그가 과연 하산할 수 있었을까?","36
","6,457
",https://www.youtube.com/shorts/8MfhE4JVjCU
스포츠몽땅,https://www.youtube.com/channel/UCk_Ymtay-8Epn0mB_37Htdg,179K,16-05-2024,May 10 2024,Yes,인도네시아를 초토화시키는 한국 (12-0),U-17 여자 아시안컵 (한국 : 인도네시아 경기) 하이라이트,"142
","50,379
",https://www.youtube.com/shorts/zx0QAjPz_vM
RIAK Official,https://www.youtube.com/channel/UC1XPu7aMRZaJsb-9PHMQt8g,279K,16-05-2024,May 15 2024,Yes,"왜 너는 나를 만나서, 왜 나를 아프게만 해❤️‍🩹 #차수경 #용서못해 #아내의유혹 #Riak #Shorts",#차수경 #용서못해 #아내의유혹 #쇼츠 #음악 #음악추천 #노래 #노래추천 #감성 #감성플리 #추억 #추억의노래 #추억의가요 #추억의음악 #그때그시절 #노래방 #애창곡 #노래방애창곡 #트로트 #트로트추천 #트로트메들리 #trot #감성 #감성플리 #한국음반산업협회 #RIAK #드라마ost #OST #뉴에이지,"7
","166
",https://www.youtube.com/shorts/p8Gkfkwr4m4
재훍 영상툰,https://www.youtube.com/channel/UC3zQwS0Ioduks5DqvMWFd5Q,794K,16-05-2024,May 15 2024,Yes,간호사는 왜 환자에게 꼽을 줬을까?,#재훍 #컬투쇼 #간호사 #환자,"2.3K
","99,210
",https://www.youtube.com/shorts/H3cuIP_4L7g
두맨,https://www.youtube.com/channel/UCF7PLZUg7VoPblrHorUO8YA,183K,16-05-2024,May 11 2024,Yes,생 레몬이 진짜 들어간 하이볼이 있다구??,#두맨 #생레몬하이볼 #레몬하이볼,"4.7K
","155,987
",https://www.youtube.com/shorts/LqB5t8tAF7g
김누킴,https://www.youtube.com/channel/UCAnu8zuqomikJ58d6MsW_kw,38.7K,16-05-2024,May 15 2024,Yes,신차값 박살난 기아의 준대형 세단,,"185
","30,199
",https://www.youtube.com/shorts/IjNGLbQnsgo
김누킴,https://www.youtube.com/channel/UCAnu8zuqomikJ58d6MsW_kw,38.7K,16-05-2024,May 13 2024,Yes,중고 소나타 2.0 최악의 단점,,"277
","29,589
",https://www.youtube.com/shorts/_q2EKZN1T_U
김누킴,https://www.youtube.com/channel/UCAnu8zuqomikJ58d6MsW_kw,38.7K,16-05-2024,May 10 2024,Yes,현대차 참을수 없는 옵션 장난,,"564
","84,287
",https://www.youtube.com/shorts/DbM6osZxdM0
부산MBC,https://www.youtube.com/channel/UCg-qGip7EZ1ALNVElht5HXw,154K,16-05-2024,May 12 2024,Yes,지금은 만나지 못하는 그 시절 축제 주점 #대학축제 #국민청원 #주점,"==================================
* 좋아요 와 구독 꼭! 눌러주세요~
* 우측 상단에 종 그림이 알림버튼 입니다. 
   눌러서 켜놓으시면 생방송 알림이 갑니다.
==================================
* 부산MBC 홈페이지
   https://www.busanmbc.co.kr","9
","878
",https://www.youtube.com/shorts/0KeXpBBYRP8
부산MBC,https://www.youtube.com/channel/UCg-qGip7EZ1ALNVElht5HXw,154K,16-05-2024,May 11 2024,Yes,00년대 감성 듬뿍인 그 시절 대학 축제 #추억 #그시절 #대학축제,"==================================
* 좋아요 와 구독 꼭! 눌러주세요~
* 우측 상단에 종 그림이 알림버튼 입니다. 
   눌러서 켜놓으시면 생방송 알림이 갑니다.
==================================
* 부산MBC 홈페이지
   https://www.busanmbc.co.kr","26
","3,967
",https://www.youtube.com/shorts/yl49JJtZVH8
부산MBC,https://www.youtube.com/channel/UCg-qGip7EZ1ALNVElht5HXw,154K,16-05-2024,May 10 2024,Yes,강한 자들만 살아남던 2000년대 대학축제 #축제 #부산 #2000년대,,"49
","11,073
",https://www.youtube.com/shorts/T6UY1TpACLM
Rirang OnAir,https://www.youtube.com/channel/UCeyU98dnBQ18KdThUqSvBtA,1.42M,16-05-2024,May 14 2024,Yes,e가 극EEEE를 만났을때⭐️/ 피식대학 서준맘 #camping #캠핑,,"588
","14,550
",https://www.youtube.com/shorts/658CcuSsvyQ
슥뿍,https://www.youtube.com/channel/UCRoMMLkgTuj_2xk2eBba_0A,2.32K,16-05-2024,May 16 2024,Yes,어쌔신 크리드 섀도우스 : 공식 트레일러,"실시간 생방송 : https://www.twitch.tv/khwvvv
생방송 : 9시30분에 방송합니다. (매주 목요일 휴방)
구독 & 좋아요가 큰 힘이 됩니다.

#어쌔신크리드 #신작게임 #유비소프트","0
","148
",https://www.youtube.com/shorts/QlfWIG1lNdA
승빈Seungbin,https://www.youtube.com/channel/UCOTO6JU7qJf5E-kFDam30VQ,2.67M,16-05-2024,May 16 2024,Yes,She’s sick of it 😭,,"3.6K
","33,944
",https://www.youtube.com/shorts/-1T1BCO9U48
조야tv,https://www.youtube.com/channel/UCvQbCrW3JQqNFhu24S5zLOA,125K,16-05-2024,May 15 2024,Yes,패왕색으로 해군들을 쓰러트리는 루피,,"198
","11,726
",https://www.youtube.com/shorts/WbOw45FuU-Y
조야tv,https://www.youtube.com/channel/UCvQbCrW3JQqNFhu24S5zLOA,125K,16-05-2024,May 13 2024,Yes,어려지는 나미와 로빈,,"37
","2,553
",https://www.youtube.com/shorts/NsDUGrjC1oQ
조야tv,https://www.youtube.com/channel/UCvQbCrW3JQqNFhu24S5zLOA,125K,16-05-2024,May 12 2024,Yes,드디어 밝혀지는 스튜시의 정체,,"431
","26,693
",https://www.youtube.com/shorts/0ZLDmT5zwAg
조야tv,https://www.youtube.com/channel/UCvQbCrW3JQqNFhu24S5zLOA,125K,16-05-2024,May 12 2024,Yes,각성한 카쿠를 압도하는 조로,,"2.3K
","131,303
",https://www.youtube.com/shorts/5ahKuBItTBc
조야tv,https://www.youtube.com/channel/UCvQbCrW3JQqNFhu24S5zLOA,125K,16-05-2024,May 12 2024,Yes,괴물 3인방을 홀로 압도하는 제파,,"1K
","77,017
",https://www.youtube.com/shorts/p2JHS_A43iI
조야tv,https://www.youtube.com/channel/UCvQbCrW3JQqNFhu24S5zLOA,125K,16-05-2024,May 10 2024,Yes,제파때문에 화들짝 놀라는 키자루,,"2.1K
","97,021
",https://www.youtube.com/shorts/zQh65f5Mx1c
썰튜브,https://www.youtube.com/channel/UClkWJoPDsIeha4lwkktnADQ,82K,16-05-2024,May 16 2024,Yes,얼굴도 못 알아볼 정도로변해버린 유명 걸그룹 멤버TOP4,,"34
","10,539
",https://www.youtube.com/shorts/jIUZH7Ds3VM
썰튜브,https://www.youtube.com/channel/UClkWJoPDsIeha4lwkktnADQ,82K,16-05-2024,May 15 2024,Yes,박정희대통령을 피하기 위해 비구니가 됐다는 유명 연예인,,"58
","11,082
",https://www.youtube.com/shorts/7WokWzQqnM0
썰튜브,https://www.youtube.com/channel/UClkWJoPDsIeha4lwkktnADQ,82K,16-05-2024,May 15 2024,Yes,친구 아들과 바람난 파렴치한 아내 때문에 어머니까지 잃고 연예계를 떠난 유명 연예인,,"91
","11,089
",https://www.youtube.com/shorts/SEaHkassbWM
썰튜브,https://www.youtube.com/channel/UClkWJoPDsIeha4lwkktnADQ,82K,16-05-2024,May 14 2024,Yes,이병헌이 그렇게 말렸는데 끝까지 결혼을 선택한 여자 연예인,,"109
","24,423
",https://www.youtube.com/shorts/Il0mM5CN-L8
썰튜브,https://www.youtube.com/channel/UClkWJoPDsIeha4lwkktnADQ,82K,16-05-2024,May 14 2024,Yes,드라마에서 만나 첫눈에 반해 9살 연하와 결혼한 남자 연예인,,"99
","18,509
",https://www.youtube.com/shorts/msBrjVRSiao
썰튜브,https://www.youtube.com/channel/UClkWJoPDsIeha4lwkktnADQ,82K,16-05-2024,May 13 2024,Yes,첫 눈에 반해 따라 다녔는데 남편이 60억 건물주였던 연예인,,"70
","17,368
",https://www.youtube.com/shorts/V1xaOeH-T4E
썰튜브,https://www.youtube.com/channel/UClkWJoPDsIeha4lwkktnADQ,82K,16-05-2024,May 13 2024,Yes,혼자 산다고 비혼 선언했다가 갑자기 배신 때린 연예인들,,"26
","10,603
",https://www.youtube.com/shorts/YoNUnUW-e1g
장난감나라루루,https://www.youtube.com/channel/UCLTa1q-DHmqX6hnqk9xxNiQ,325K,16-05-2024,May 16 2024,Yes,😱,#zepeto #animation #poppyplaytime #smilingcritters,"4
","12
",https://www.youtube.com/shorts/05kG7Wdvu7c
장난감나라루루,https://www.youtube.com/channel/UCLTa1q-DHmqX6hnqk9xxNiQ,325K,16-05-2024,May 15 2024,Yes,🎷,#zepeto #tadc #alice #animation #trending,"121
","8,365
",https://www.youtube.com/shorts/uVSLGr0Dhlw
장난감나라루루,https://www.youtube.com/channel/UCLTa1q-DHmqX6hnqk9xxNiQ,325K,16-05-2024,May 14 2024,Yes,1 or 2? 🎪,#zepeto #animation #trending #tadc #theamazingdigitalcircus,"324
","14,474
",https://www.youtube.com/shorts/-DvRslK50RQ
장난감나라루루,https://www.youtube.com/channel/UCLTa1q-DHmqX6hnqk9xxNiQ,325K,16-05-2024,May 13 2024,Yes,Earth Defense Force 🎪,#zepeto #animation #tadc #theamazingdigitalcircus,"232
","15,023
",https://www.youtube.com/shorts/oqwDHdJ0i5M
장난감나라루루,https://www.youtube.com/channel/UCLTa1q-DHmqX6hnqk9xxNiQ,325K,16-05-2024,May 12 2024,Yes,Which change do you like? 🧸🪀,#zepeto #animation #challenge #trending #toystory,"311
","16,210
",https://www.youtube.com/shorts/ZQ30zvURaqE
장난감나라루루,https://www.youtube.com/channel/UCLTa1q-DHmqX6hnqk9xxNiQ,325K,16-05-2024,May 11 2024,Yes,1 or 2 🧸🪀,#animation #zepeto #toystory #trending,"511
","24,422
",https://www.youtube.com/shorts/jBuHDrVEaFo
장난감나라루루,https://www.youtube.com/channel/UCLTa1q-DHmqX6hnqk9xxNiQ,325K,16-05-2024,May 10 2024,Yes,Hello 👋,#zepeto #animation #trending #challenge,"57
","4,149
",https://www.youtube.com/shorts/ye200w5QSSE
대전MBC,https://www.youtube.com/channel/UCmOwgVyR_Faye31Wk5v38bw,257K,16-05-2024,May 16 2024,Yes,서산 모월리 마을의 해결사! 서학동 이장님 #shorts #서산 #모월리 #이장 #인생내컷 #대전mbc,서산 모월리 마을의 해결사! 서학동 이장님 #shorts #서산 #모월리 #이장 #인생내컷 #대전mbc,"0
","4
",https://www.youtube.com/shorts/FcXvtt-LWzM
대전MBC,https://www.youtube.com/channel/UCmOwgVyR_Faye31Wk5v38bw,257K,16-05-2024,May 15 2024,Yes,이른 나이에 대기업을 그만두고 가꾼 정원! #shorts #정원 #정원사 #쉼이있는정원 #인생내컷 #대전mbc,,"5
","518
",https://www.youtube.com/shorts/3HNLTcTtNk8
대전MBC,https://www.youtube.com/channel/UCmOwgVyR_Faye31Wk5v38bw,257K,16-05-2024,May 14 2024,Yes,쉼이 있는 정원을 가꾸며 사는 서학동 정원사! #shorts #정원 #정원사 #쉼이있는정원 #인생내컷 #대전mbc,쉼이 있는 정원을 가꾸며 사는 서학동 정원사! #shorts #정원 #정원사 #쉼이있는정원 #인생내컷 #대전mbc,"5
","465
",https://www.youtube.com/shorts/VOXuaU9Z4N0
BLACK OCEAN,https://www.youtube.com/channel/UC_EKjfiG281gbd1JwykhxdQ,790K,16-05-2024,May 15 2024,Yes,Та самая кассирша),,"725
","11,394
",https://www.youtube.com/shorts/R6ua2I46avk
BLACK OCEAN,https://www.youtube.com/channel/UC_EKjfiG281gbd1JwykhxdQ,790K,16-05-2024,May 15 2024,Yes,Почему девушки такие,,"1.9K
","35,511
",https://www.youtube.com/shorts/HP6MufSbNDM
BLACK OCEAN,https://www.youtube.com/channel/UC_EKjfiG281gbd1JwykhxdQ,790K,16-05-2024,May 14 2024,Yes,Как выбирают торт женщины💅🏻 и мужчины 💪🏻,,"3.2K
","54,918
",https://www.youtube.com/shorts/iRnJjajsI0Q
BLACK OCEAN,https://www.youtube.com/channel/UC_EKjfiG281gbd1JwykhxdQ,790K,16-05-2024,May 11 2024,Yes,Как вернуться в детство 😭,,"2.5K
","47,679
",https://www.youtube.com/shorts/-WMqC4AB2gQ
BLACK OCEAN,https://www.youtube.com/channel/UC_EKjfiG281gbd1JwykhxdQ,790K,16-05-2024,May 10 2024,Yes,ПОВ: Пришел бывший,,"7.6K
","132,114
",https://www.youtube.com/shorts/P29Lg4G4QdQ
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 11 2024,Yes,예산 장터시장 호떡에 들어 있는 이것은?,"소래포구어시장  금요일 아주 늦은 시간에 찿았습니다.
가격 저렴하고요 쎄일을  하네요
이시간에 오시면 착한 가격 즐길수가 있습니다.","39
","11,921
",https://www.youtube.com/shorts/cWs8ZNBVX8o
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 11 2024,Yes,1인 상차림,"소래포구어시장  금요일 아주 늦은 시간에 찿았습니다.
가격 저렴하고요 쎄일을  하네요
이시간에 오시면 착한 가격 즐길수가 있습니다.","4
","327
",https://www.youtube.com/shorts/sWUZqgzR5xo
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 11 2024,Yes,홍게 라면,"소래포구어시장  금요일 아주 늦은 시간에 찿았습니다.
가격 저렴하고요 쎄일을  하네요
이시간에 오시면 착한 가격 즐길수가 있습니다.","9
","1,799
",https://www.youtube.com/shorts/owdQimM40r4
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 10 2024,Yes,가마솥 우거지 국밥,시골  장터의  구수한  맛을 느킬려면 이곳  온양온천 5일장으로 오세요,"17
","3,542
",https://www.youtube.com/shorts/UigOe9lS0t4
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 10 2024,Yes,녹두 빈대떡 가수 서연,시골  장터의  구수한  맛을 느킬려면 이곳  온양온천 5일장으로 오세요,"6
","510
",https://www.youtube.com/shorts/Fe6O4pWM9GU
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 10 2024,Yes,마석 돼지갈비,시골  장터의  구수한  맛을 느킬려면 이곳  온양온천 5일장으로 오세요,"7
","465
",https://www.youtube.com/shorts/wj5vgLHvHxc
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 10 2024,Yes,짠지 드셔 보셨어요?,시골  장터의  구수한  맛을 느킬려면 이곳  온양온천 5일장으로 오세요,"3
","497
",https://www.youtube.com/shorts/SEvqt6oZsKM
야미일상노트,https://www.youtube.com/channel/UCbyIkgmfjb8Fwjp6SX9dGEg,12.8K,16-05-2024,May 10 2024,Yes,꼬깔 앙배추 맛과 생긴 모양입니다.,시골  장터의  구수한  맛을 느킬려면 이곳  온양온천 5일장으로 오세요,"4
","595
",https://www.youtube.com/shorts/Ui7Lgts5cvk
왓구홍길동,https://www.youtube.com/channel/UC9aktiWNGpSJKLshflga5yw,114K,16-05-2024,May 14 2024,Yes,배그 동접자 300만 전성기 시절이 돌아왔다! 에란겔 클래식 #shorts #배틀그라운드 #배그 #pubg,"광고 및 문의사항 : tkddus3050@naver.com
아프리카 생방송 : http://bj.afreecatv.com/960424
트위치 생방송 : https://www.twitch.tv/what9honggildong
인스타그램 : https://www.instagram.com/what9honggildong/
후원하기 : https://twip.kr/donate/what9honggildong

컴퓨터 구매할땐? 오버시스템! https://oversystem.co.kr/","157
","13,040
",https://www.youtube.com/shorts/-Pc_eOxXCA0
8Corgi House,https://www.youtube.com/channel/UCenG5DES1t6SYGrgzGNzWzQ,424K,16-05-2024,May 15 2024,Yes,이름을 정확히 알아듣는 똑똑한 웰시코기들,#8코기네 #8corgihouse #웰시코기 #welshcorgi #꼬리코기 #강아지일상 #다견가정,"561
","15,598
",https://www.youtube.com/shorts/XdD3HSK4YY8
8Corgi House,https://www.youtube.com/channel/UCenG5DES1t6SYGrgzGNzWzQ,424K,16-05-2024,May 14 2024,Yes,8마리 웰시코기 짧은 다리의 습격,#8코기네 #8corgihouse #웰시코기 #welshcorgi #꼬리코기 #강아지일상 #다견가정,"609
","15,623
",https://www.youtube.com/shorts/nGRwMWRzqpA
8Corgi House,https://www.youtube.com/channel/UCenG5DES1t6SYGrgzGNzWzQ,424K,16-05-2024,May 13 2024,Yes,아직 안 잔다는 웰시코기 ㅋㅋㅋ,#8코기네 #8corgihouse #웰시코기 #welshcorgi #꼬리코기 #강아지일상 #다견가정,"736
","12,341
",https://www.youtube.com/shorts/IjrLyJquj4I
8Corgi House,https://www.youtube.com/channel/UCenG5DES1t6SYGrgzGNzWzQ,424K,16-05-2024,May 12 2024,Yes,견주 몰래 준비한 어버이날 깜짝 카메라 ㅋㅋㅋ,#8코기네 #8corgihouse #웰시코기 #welshcorgi #꼬리코기 #강아지일상 #다견가정,"539
","13,999
",https://www.youtube.com/shorts/alRbJ8nwnuE
8Corgi House,https://www.youtube.com/channel/UCenG5DES1t6SYGrgzGNzWzQ,424K,16-05-2024,May 11 2024,Yes,아마존 익스프레스 뺨치는 8코기네 파도풀,,"471
","15,380
",https://www.youtube.com/shorts/0XFHXdV5CQw
8Corgi House,https://www.youtube.com/channel/UCenG5DES1t6SYGrgzGNzWzQ,424K,16-05-2024,May 10 2024,Yes,단어를 정확히 알아듣는 8마리 웰시코기 ㅋㅋ,#8코기네 #8corgihouse #웰시코기 #welshcorgi #꼬리코기 #강아지일상 #다견가정,"760
","19,158
",https://www.youtube.com/shorts/uPyeIaVB5UQ
DONA Food,https://www.youtube.com/channel/UCNK0kzNrXAZjZWhuzrOzpXw,1.12M,16-05-2024,May 14 2024,Yes,"Mouth-watering Roti John, Popular in Malaysia","Mouth-watering Roti John, popular in Malaysia - Malaysian Street Food

Location : Pasar Malam Taman Dagang
google map : https://maps.app.goo.gl/T8UQW9DZCPqNBi727

#shorts #donafood","160
","8,349
",https://www.youtube.com/shorts/Dcqwd2zNnYc
